evaluation,PC1,PC2
316520,0.22914240651540072,0.7504483513182623
316565,0.24433764510919526,0.7394379575539666
316571,0.24582364910314086,0.7403038558781583
316578,0.2453704026070171,0.7387860192680975
316608,0.24402403082828522,0.7377037646540554
316673,0.24400684526169625,0.7377360648463822
316692,0.24589535995758693,0.7377407601988853
316700,0.24501422771968318,0.7361380562591657
316750,0.2525314519073136,0.741473391484454
316803,0.2545280296926666,0.7497255934321676
316807,0.25396615414917706,0.7507920543826458
316865,0.2542663560726,0.7534255663788876
316913,0.2540495591658412,0.751179928242406
316972,0.25382084257263227,0.7520882307112186
316991,0.25245610222834547,0.7539676965530641
317031,0.25310735026856523,0.7532130989571862
317156,0.2527945182716531,0.7534671416918723
317291,0.24275328866461313,0.7764459794148808
317293,0.24101588027409096,0.7720779113413637
317303,0.24131028088321996,0.7759097364256383
317343,0.2419615289234395,0.7751551388297603
317351,0.23778313860617745,0.7873355150559964
317361,0.23795358275142703,0.7901097186525253
317426,0.23795663405485232,0.7901537720606069
317485,0.23609905358028035,0.7917617312306987
317608,0.2283914573015115,0.7918677341333457
317667,0.2286041112885143,0.7922083095441644
317725,0.2267110008681269,0.7985486643391464
317834,0.17129512114966688,0.9315280985946011
317835,0.1706694091683924,0.9261893980877715
317840,0.17278112514361194,0.9323939969187925
317852,0.17096853744464174,0.932027677162577
317853,0.17041528023098623,0.9318997226455144
317956,0.12438430346661826,0.9783673061725883
317961,0.1264960194418378,0.9845719050036091
317973,0.1246834317428676,0.9842055852473935
317974,0.12413017452921209,0.984077630730331
318033,0.12522449531414218,0.9802236756176455
318352,0.13116469141144077,0.9807409894082947
318583,0.13836709065298985,0.9691737051608802
318593,0.13853753479823944,0.9719479087574092
318610,0.14221527711223297,0.9748647386155878
318626,0.1389523023808606,0.9701976740069314
318643,0.1421249918324828,0.9711660290644156
318651,0.14132065965125443,0.9702185986591138
318691,0.14197190769147408,0.9694640010632357
318710,0.14159590917174877,0.9668468778898377
318750,0.14224715721196843,0.9660922802939597
319080,0.1207632488098099,0.9706730829198249
