phase,round,split,parent_region_id,child_region_ids,variable,split_value_normalized,split_value_absolute,local_sensitivity,split_seed_count,reason
primary,26,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,26,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,26,True,248,"[309, 310]",L3_C0,0.5819996002660484,269.5198560957774,979.7142984863191,3641,
primary,26,True,244,"[311, 312]",B_Z_C1s,0.37383606302296746,-45.41901731173172,605.4987660024086,45,
primary,26,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,26,True,164,"[313, 314]",L5,0.5027976270917808,220.6714305020274,668.5250041116586,297,
primary,26,True,161,"[315, 316]",B_Z_C1c,0.5369827841075826,13.313802278729725,360.5458292963132,6242,
primary,26,True,208,"[317, 318]",B_Z_C2s,0.5240347019569869,3.8455523131179064,280.0528264873199,24,
primary,26,True,167,"[319, 320]",L8_C1s,0.5907459471515825,9.982054186674077,279.58583760007633,4100,
primary,27,False,,[],,,,,,insufficient_new_samples
primary,27,False,,[],,,,,,insufficient_new_samples
primary,27,False,,[],,,,,,insufficient_new_samples
primary,27,True,315,"[321, 322]",B_Z_C2c,0.510702817259119,1.7124507614590527,584.5853422020292,518,
primary,27,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,27,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,27,True,316,"[323, 324]",B_Y_C1c,0.40672057004164364,-33.58059478500829,367.3016517799507,4537,
primary,27,True,312,"[325, 326]",L2,0.3769973074136761,138.17908452064987,534.0964111502468,15,
primary,27,True,310,"[327, 328]",L2,0.3727427408457449,136.73253188755325,1263.9245279728095,14,
primary,27,True,320,"[329, 330]",B_Z_C1s,0.3730402926801254,-45.70549463515485,682.1176909081594,41,
primary,27,True,319,"[331, 332]",L2,0.3648462148347871,134.0477130438276,827.0254177621923,18,
primary,27,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,28,False,,[],,,,,,insufficient_new_samples
primary,28,False,,[],,,,,,insufficient_new_samples
primary,28,False,,[],,,,,,insufficient_new_samples
primary,28,True,322,"[333, 334]",B_Z_C1s,0.3718731486568758,-46.1256664835247,473.4092092232482,33,
primary,28,True,321,"[335, 336]",B_Z_C0,0.4959248297191508,-10.407517028084918,526.5161881995847,4644,
primary,28,True,324,"[337, 338]",L8_C0,0.6397628082132502,263.976280821325,199.9587260508596,3657,
primary,28,True,323,"[339, 340]",B_Y_C0,0.588288566936806,-6.459400943270751,760.6365788784892,3902,
primary,28,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,28,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,28,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,28,True,327,"[341, 342]",L8_C1s,0.5940483660416378,10.345320264580153,134.2475470395107,4193,
primary,28,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,29,False,,[],,,,,,insufficient_new_samples
primary,29,False,,[],,,,,,insufficient_new_samples
primary,29,False,,[],,,,,,insufficient_new_samples
primary,29,True,341,"[343, 344]",B_Z_C2c,0.5208992913400199,3.343886614403175,617.8959008956417,62,
primary,29,True,342,"[345, 346]",B_Z_C0,0.48082130063879924,-11.917869936120077,475.729254470038,2667,
primary,29,True,325,"[347, 348]",B_Z_C0,0.4818142199200642,-11.81857800799358,481.3759569580237,4618,
primary,29,True,246,"[349, 350]",B_Z_C1s,0.4474329863079196,-18.924124929148945,524.6068246796838,1,
primary,29,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,29,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,29,True,331,"[351, 352]",B_Y_C1c,0.4081364051009239,-33.07089416366739,295.8948129735117,4709,
primary,29,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,29,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,30,False,,[],,,,,,insufficient_new_samples
primary,30,False,,[],,,,,,insufficient_new_samples
primary,30,False,,[],,,,,,insufficient_new_samples
primary,30,True,343,"[353, 354]",B_Y_C1c,0.4068182685806769,-33.54542331095632,489.05996333921803,4720,
primary,30,True,349,"[355, 356]",B_Y_C0,0.5889523997961964,-6.319996042798749,258.36709291458476,1948,
primary,30,True,345,"[357, 358]",B_Z_C0,0.43309088878157426,-16.690911121842575,280.0477923632898,1,
primary,30,True,347,"[359, 360]",B_Z_C2c,0.515843912157514,2.53502594520225,379.7287938005941,40,
primary,30,True,346,"[361, 362]",L8_C0,0.6330636459498044,263.30636459498044,285.4002438759662,2647,
