phase,evaluation,round,region_id,score,tip_rmse_mm,wrist_rmse_mm,combined_rmse_mm,stage
confirmation,601225,8,71,92.49585009775421,92.58253052686936,92.40372917708144,92.49317305777252,slsqp
confirmation,601232,8,71,92.48099143355716,92.66042499603711,92.2765283552759,92.46867590094566,slsqp
confirmation,601268,8,71,92.45875051344797,92.77166521306235,92.06049049358282,92.41676194371769,slsqp
confirmation,601277,8,71,92.43641035025541,92.69422314769639,92.12342120623946,92.40926290068856,slsqp
confirmation,601278,8,71,92.39573670232956,92.63662932818957,92.1073404375558,92.37236398341281,slsqp
confirmation,601285,8,71,92.37504987539434,92.6827864442269,91.98506428770608,92.33458440660138,slsqp
confirmation,601332,8,71,92.3622719010404,92.6605810493528,91.98732204960366,92.32456525286533,slsqp
confirmation,601339,8,71,92.33997319341935,92.696651087682,91.86753956271636,92.28302646797707,slsqp
confirmation,601384,8,71,92.3121993150937,92.76669601432992,91.64966779361595,92.20987337616091,slsqp
confirmation,601385,8,71,92.27375660224244,92.71904181667483,91.63066880236869,92.1764616932427,slsqp
confirmation,601392,8,71,92.26305237453369,92.7548007646989,91.51703959080015,92.13799867688431,slsqp
confirmation,601440,8,71,92.22953303974177,92.76576155438052,91.37404361193647,92.0725321764321,slsqp
confirmation,601454,8,71,92.22636392660405,92.76909625728813,91.35386289877121,92.06419903230972,slsqp
confirmation,601576,8,71,92.22552952161206,92.77032716298733,91.34756932189646,92.06169676620779,slsqp
confirmation,601637,8,71,92.22539119998896,92.7706502027749,91.34620791771236,92.0611841114146,slsqp
confirmation,601677,8,71,92.20536441297992,92.76794406190747,91.27910874543035,92.02653731080318,slsqp
confirmation,601738,8,71,92.20531646804021,92.76826976896605,91.2780244945593,92.02616375671928,slsqp
confirmation,601799,8,71,92.20508378641719,92.76855085890277,91.27636409813785,92.02548199123072,slsqp
confirmation,601860,8,71,92.20488678571604,92.76883179128156,91.27483739011684,92.02486645606004,slsqp
confirmation,601921,8,71,92.20377274153783,92.76933863828792,91.26919819984556,92.02232536571773,slsqp
confirmation,602043,8,71,92.20358088279747,92.76988421413877,91.26694343534004,92.0214822232675,slsqp
confirmation,602104,8,71,92.20349209441223,92.77000114144602,91.26627821754178,92.02121128159973,slsqp
confirmation,602165,8,71,92.20281708801501,92.76966994246985,91.26463543038696,92.02022968205478,slsqp
confirmation,602226,8,71,92.2021654733926,92.76935795613394,91.26302703552528,92.01927482674576,slsqp
confirmation,602287,8,71,92.20153614411456,92.76906416294509,91.26145170591418,92.01834554353692,slsqp
confirmation,602331,8,71,91.96064254895184,92.23363616586545,91.62455694161319,91.92960098663585,slsqp
confirmation,602334,8,71,91.89758231608458,92.17030773716436,91.56185011789778,91.86658267666202,slsqp
confirmation,602384,8,71,91.79624278386954,90.77613260877881,92.39011040834401,91.58667684950849,slsqp
confirmation,602385,8,71,91.63984582677374,91.38592360833333,91.85595705956297,91.62124175396339,slsqp
confirmation,602490,8,71,91.57695465584908,91.23135306801605,91.85595705956304,91.54418777276166,split_probe
confirmation,602492,8,71,91.47043901906046,90.94394315404695,91.85595705956304,91.40108764050571,split_probe
confirmation,602559,8,71,91.44978760342912,90.88370574612155,91.85595705956304,91.37112458943443,split_probe
confirmation,670818,9,85,91.43875542719684,90.99170072223644,91.78002674927816,91.38671377838043,sqp_sensitivity_probe
confirmation,670822,9,85,91.39917500991585,91.31928539853983,91.47489398490144,91.39712280823979,sqp_sensitivity_probe
confirmation,670970,9,85,91.35969784155951,91.2345547278616,91.47489398490147,91.3548033929802,split_probe
confirmation,670972,9,85,91.32595020188165,91.15993091049444,91.47489398490147,91.31754824007017,split_probe
confirmation,671161,9,85,91.32438684174292,91.15642206131875,91.47489398490147,91.3157968605932,split_probe
confirmation,671180,9,85,91.28608055752085,90.42543040567637,91.82215591217413,91.12646920739175,split_probe
confirmation,671191,9,85,91.22701407067089,91.3257278796219,91.12107523644889,91.22345894831363,split_probe
confirmation,675448,10,95,91.21683446378482,91.16313925829937,91.26860936245667,91.2158895543556,cmaes_backtrack
confirmation,675471,10,95,91.18515120835679,91.13876965247145,91.2300924908264,91.18444250433016,cmaes_backtrack
confirmation,676566,10,95,91.17498321151875,91.17657593209204,91.17338873616696,91.1749823480563,cmaes_backtrack
confirmation,677618,10,95,91.1420811078305,91.22400420534593,91.0552388854819,91.13966060873045,cmaes_backtrack
confirmation,677740,10,95,91.13349203597852,90.44429833470858,91.59827025676168,91.023113040833,cmaes
confirmation,677751,10,95,91.11445860453648,90.38195496859072,91.59827025676168,90.99214498508955,cmaes
confirmation,677792,10,95,91.08816742593194,90.29258104018925,91.59827025676168,90.94776881521034,cmaes
confirmation,678062,10,95,91.04784625867154,90.5996754366682,91.38941376777728,90.9954013619579,cmaes_backtrack
confirmation,683876,10,96,91.04370294028772,90.3519715600798,91.50946809804088,90.93256159478801,cmaes
confirmation,683887,10,96,90.85791945870014,89.58675692501403,91.52236327002943,90.55973165505954,cmaes
confirmation,744755,10,96,90.82067877242896,89.44228536573827,91.51159273751203,90.48285477592542,sqp_sensitivity_probe
confirmation,744760,10,96,90.81401730200638,89.5513649868133,91.47607910812204,90.51883787366265,sqp_sensitivity_probe
confirmation,744811,10,96,90.77103133977698,89.55614653591441,91.42016285461357,90.49295430785271,sqp_sensitivity_probe
confirmation,744813,10,96,90.70833185968273,89.79228667891188,91.26351576971821,90.53088991520382,sqp_sensitivity_probe
confirmation,744817,10,96,90.66426171926688,90.2749731740349,90.97033793153466,90.62332250847552,sqp_sensitivity_probe
confirmation,744908,10,96,90.5499553138998,90.64212387157059,90.4514687699928,90.54684650112927,slsqp
confirmation,744911,10,96,90.39734958196249,90.40311442991322,90.39156147937587,90.39733813920566,slsqp
confirmation,744975,10,96,90.395377546259,90.64026524491278,90.099906254828,90.3704896268603,slsqp
confirmation,745016,10,96,90.35584040623823,90.74350828812616,89.82283162959544,90.2843435441491,slsqp
confirmation,745024,10,96,90.29736609949849,90.64881259888914,89.83068858194974,90.24067773652787,slsqp
confirmation,745029,10,96,90.23486900219434,90.53757677556594,89.85053028460626,90.19470771840342,slsqp
confirmation,745070,10,96,90.22274049429168,90.26277566102284,90.18155385653627,90.22217389869158,slsqp
confirmation,745084,10,96,90.21113815857846,90.26890917237644,90.15093800611119,90.20994287370004,slsqp
confirmation,745085,10,96,90.18412542396362,90.133663842977,90.23286858033744,90.18327985273996,slsqp
confirmation,745088,10,96,90.18097340496308,90.17368755947086,90.18822235425635,90.18095524969188,slsqp
confirmation,745103,10,96,90.16804794882435,90.16527103685311,90.17081948341912,90.16804530281374,slsqp
confirmation,745124,10,96,90.16190315817795,90.17156969943885,90.15217088068397,90.16187081178164,slsqp
confirmation,745138,10,96,90.14817058750172,90.17459026517439,90.12125392220398,90.14792603826903,slsqp
confirmation,745142,10,96,90.12647217890961,90.09331666941101,90.15887663886649,90.12610261538308,slsqp
confirmation,745144,10,96,90.12308191512724,90.06889619074408,90.1752898575397,90.12210872452536,slsqp
confirmation,745145,10,96,90.1087583838694,90.02513662577617,90.18776004032493,90.10648502072672,slsqp
confirmation,745157,10,96,90.09576886728958,90.04885151253112,90.14119575564138,90.09503546528727,slsqp
confirmation,745177,10,96,89.9946291012745,90.01976636213118,89.96904156067286,89.9944075352429,slsqp
confirmation,745191,10,96,89.97952011194468,90.02081163678874,89.9369991872745,89.97891517060542,slsqp
confirmation,745195,10,96,89.97405940772427,89.97257177819006,89.975545489295,89.97405864602796,slsqp
confirmation,745197,10,96,89.96130043806244,89.92960983650391,89.9923029725341,89.96096186581764,slsqp
confirmation,745198,10,96,89.95445224521681,89.90098249280614,90.00599173051852,89.9535024347746,slsqp
confirmation,745231,10,96,89.92092372432386,89.44917019754838,90.27485605421948,89.86296145976947,slsqp
confirmation,745232,10,96,89.91076926461196,90.06991100625739,89.73162696930895,89.90092810209006,slsqp
confirmation,745245,10,96,89.90142116867271,89.45039030034124,90.2435864857441,89.84786371053393,slsqp
confirmation,745284,10,96,89.81376571057015,90.22278878077348,89.23781623421173,89.73165400690831,slsqp
confirmation,745285,10,96,89.75571728300673,89.81152970646316,89.69762892920856,89.75459738569639,slsqp
confirmation,745298,10,96,89.73066561152451,89.7387240533865,89.7225613167223,89.73064304896862,slsqp
confirmation,745305,10,96,89.72364794312395,89.72626204169664,89.72102903753537,89.72364557776694,slsqp
confirmation,745306,10,96,89.71525875157657,89.6951717968115,89.73506630618756,89.71512126903527,slsqp
confirmation,745353,10,96,89.69048320023109,89.86129622870409,89.49634366007277,89.67900559335153,slsqp
confirmation,745361,10,96,89.68201391278524,89.83359886075303,89.51234120833969,89.67311389952097,slsqp
confirmation,745422,10,96,89.68177476964975,89.8351563499577,89.50984726185233,89.67264932313944,slsqp
confirmation,745483,10,96,89.68131843292473,89.83759633354764,89.50574241439622,89.67182288807811,slsqp
confirmation,745516,10,96,89.61162787285365,89.24418277262308,89.90336108776357,89.57437829432632,slsqp
confirmation,745518,10,96,89.60661420481728,89.56656839543159,89.64556332281934,89.60607456416986,slsqp
confirmation,745521,10,96,89.59486777246134,89.3359843418602,89.81379965154565,89.57521059472055,slsqp
confirmation,745569,10,96,89.5902267603639,89.42850832287317,89.73541728059136,89.58209423589084,slsqp
confirmation,745570,10,96,89.57981110491905,89.29807376332477,89.8148451180444,89.55683218330832,slsqp
confirmation,745575,10,96,89.57175754899804,89.39883709165422,89.7259081386195,89.5625219180437,slsqp
confirmation,745584,10,96,89.56380142424943,89.30253921161446,89.7844187439587,89.5438031324124,slsqp
confirmation,745624,10,96,89.53642309018407,89.43234194940652,89.63339918187376,89.5329270030102,slsqp
confirmation,745637,10,96,89.5101526984057,89.35039879931514,89.6537450789944,89.50220045419546,slsqp
confirmation,745645,10,96,89.50857897385765,89.32533200012874,89.67086748988999,89.49826650087316,slsqp
confirmation,745678,10,96,89.50381238762046,89.57994811515414,89.42336426500988,89.50169043315985,slsqp
confirmation,745691,10,96,89.45765036540242,89.47408445588603,89.4410238438122,89.45755567711541,slsqp
confirmation,745752,10,96,89.45744740956569,89.47365796111978,89.44104965570159,89.45735529417671,slsqp
confirmation,745813,10,96,89.45717458569557,89.47472459000872,89.43940495379127,89.45706651502209,slsqp
confirmation,745874,10,96,89.45612261871035,89.47766360888264,89.43424980308326,89.45595933962326,slsqp
confirmation,745915,10,96,89.45304755756844,89.50254335507142,89.40176387030752,89.45216780533791,slsqp
confirmation,745926,10,96,89.44811410847397,89.45284870006742,89.44336367577537,89.4481063136447,slsqp
confirmation,745928,10,96,89.40772892915011,89.39531337686425,89.42003680577618,89.40767594589998,slsqp
confirmation,745984,10,96,89.40192411978943,89.44545682037555,89.3570135935571,89.40124614390119,slsqp
confirmation,745992,10,96,89.39222274012693,89.40718796963841,89.37709799005515,89.39214424590725,slsqp
confirmation,746053,10,96,89.39195853668032,89.40790437626951,89.37583145877574,89.39186935595329,slsqp
confirmation,746107,10,96,89.37316445599167,89.3549911316006,89.39110791158546,89.37305134599897,slsqp
confirmation,746108,10,96,89.35408537780009,89.30027494299853,89.40592866140013,89.35311741820344,slsqp
confirmation,746169,10,96,89.35355853353624,89.30302649832375,89.40235195444465,89.35270302779516,slsqp
confirmation,746291,10,96,89.353284306227,89.3038638793433,89.40104051268524,89.35246540675602,slsqp
confirmation,746352,10,96,89.35312930805443,89.30470586245198,89.39995391952621,89.35234258258838,slsqp
confirmation,746413,10,96,89.35283038970829,89.30576340082456,89.3983854687715,89.35208643626379,slsqp
confirmation,746474,10,96,89.3526404861917,89.30526688080714,89.398482734538,89.35188696353781,slsqp
confirmation,746535,10,96,89.35251129072186,89.30601335979962,89.39753307470362,89.35178493478301,slsqp
confirmation,746596,10,96,89.35241158061008,89.3066999112775,89.39669583938155,89.35170920592923,slsqp
confirmation,746657,10,96,89.35220664858758,89.30749113432577,89.39555535888248,89.35153409603747,slsqp
confirmation,746718,10,96,89.35182171899652,89.30947297556834,89.39294253628813,89.35121750281269,slsqp
confirmation,746751,10,96,89.34537181933109,88.79177288903144,89.74247259273987,89.2683883573463,slsqp
confirmation,746752,10,96,89.31005280349574,89.42236794425699,89.18806723776707,89.30529442974402,slsqp
confirmation,746805,10,96,89.27990967885722,88.85785184127714,89.60466853518594,89.2320414905624,slsqp
confirmation,746810,10,96,89.26970197269661,88.9687492205897,89.51779149647092,89.24369258463543,slsqp
confirmation,746819,10,96,89.26137301420042,88.86048023525997,89.57347536090839,89.21769005043869,slsqp
confirmation,746824,10,96,89.25213965890907,88.74913539404712,89.62255594062071,89.1869148656926,slsqp
confirmation,746858,10,96,89.13271986205399,89.15815442138924,89.10681967045095,89.1324907416217,slsqp
confirmation,746862,10,96,89.0760237919412,89.05835557976052,89.09347394343051,89.07591649228144,slsqp
confirmation,746873,10,96,89.06671416250296,88.97403539388209,89.15368927474904,89.06390763258224,slsqp
confirmation,746927,10,96,89.02917538591117,89.12287551501359,88.9288183114016,89.02589978856402,slsqp
confirmation,746983,10,96,89.02386884210061,89.17841030564851,88.85032549971599,89.01451905742141,slsqp
confirmation,747136,10,96,89.02150105211237,89.19826761682485,88.81941461227106,89.00904268081197,slsqp
confirmation,747150,10,96,89.00549599645052,89.15483485127086,88.83848379754998,88.99679988854918,slsqp
confirmation,747158,10,96,88.99731525600589,89.09453966006139,88.8929015023143,88.99377768905646,slsqp
confirmation,747219,10,96,88.99613237257522,89.09603647057806,88.8886213354916,88.99238933102927,slsqp
confirmation,747252,10,96,88.97575768154648,89.21931983658584,88.68124527539476,88.95068941750178,slsqp
confirmation,747435,10,96,88.95242118333302,88.88807123246858,89.01396572699714,88.95104075241456,slsqp
confirmation,747449,10,96,88.93448398956423,88.9646733839721,88.90363483551089,88.9341593463465,slsqp
confirmation,747469,10,96,88.93245018769082,88.97536533822496,88.8881893416535,88.93178802179861,slsqp
confirmation,747530,10,96,88.93228630142879,88.97485165355576,88.88839743936796,88.93163505218853,slsqp
confirmation,747552,10,96,88.89878965319436,88.55665332968353,89.17393711595257,88.86583119994324,slsqp
confirmation,747565,10,96,88.88719627834573,88.5114058491997,89.18364245813326,88.84815993452506,slsqp
confirmation,747566,10,96,88.88323146188978,88.5634542285821,89.1437453031888,88.85407349012748,slsqp
confirmation,747585,10,96,88.88000889044194,88.51830594132605,89.16763270945123,88.84356254037147,slsqp
confirmation,747606,10,96,88.85444891195638,88.87274363611682,88.83591375709484,88.85433060484146,slsqp
confirmation,747619,10,96,88.84612690479962,88.84930680851531,88.84293981469771,88.84612336864137,slsqp
confirmation,747620,10,96,88.84497234147567,88.88315300063324,88.80572914531228,88.8444495068897,slsqp
confirmation,747624,10,96,88.82797903512962,88.81412046591156,88.84170271324167,88.82791266015843,slsqp
confirmation,747626,10,96,88.82725729239812,88.79413901689453,88.85961547516365,88.82688327906574,slsqp
confirmation,747627,10,96,88.82032412023838,88.76138098320124,88.8769015118686,88.81916002866552,slsqp
confirmation,747688,10,96,88.82014954196943,88.76221083203669,88.87580088893797,88.81902401918487,slsqp
confirmation,747721,10,96,88.80909552268078,89.09543837625537,88.44934593084601,88.7729799405528,slsqp
confirmation,747737,10,96,88.8063325290588,88.96180880366602,88.6315560223612,88.79683594747333,slsqp
confirmation,747740,10,96,88.78777289295768,88.95831546760026,88.59371298542395,88.7762014038018,slsqp
confirmation,747742,10,96,88.78283305113771,88.93536388234679,88.61176538934356,88.7737120838751,slsqp
confirmation,747743,10,96,88.76232262006738,88.83921880762468,88.68098603174796,88.76013767990699,slsqp
confirmation,747804,10,96,88.76188499324134,88.83937344895324,88.67988542100265,88.75966525704324,slsqp
confirmation,747897,10,96,88.75558598984956,88.8515869651301,88.65256157795399,88.75213006050897,slsqp
confirmation,747910,10,96,88.75290677398678,88.83730383701509,88.6631295365687,88.75025941440536,slsqp
confirmation,747911,10,96,88.7473342509877,88.86222016555473,88.62223976675324,88.74231108672858,slsqp
confirmation,747912,10,96,88.7318392124338,88.76812863209814,88.69458998512256,88.73136692701664,slsqp
confirmation,747915,10,96,88.72170316030574,88.78260606657399,88.65804688734325,88.72034833636198,slsqp
confirmation,747918,10,96,88.72033864208875,88.74589923637315,88.69430552008856,88.72010612866542,slsqp
confirmation,747951,10,96,88.6921265350286,88.26795440040824,89.01762720294501,88.64358331790024,slsqp
confirmation,747953,10,96,88.65651372839818,88.46724375844003,88.82331783696416,88.64545958418175,slsqp
confirmation,747964,10,96,88.65613619824153,88.1450563051937,89.03021023269488,88.58873880218529,slsqp
confirmation,748007,10,96,88.64597467907755,88.74814406173115,88.53580154357081,88.64203638614227,slsqp
confirmation,748008,10,96,88.637801878826,88.41197649722237,88.83234165487062,88.62240831762885,slsqp
confirmation,748059,10,96,88.60993542569915,88.47946834022608,88.72932075213653,88.60448261488973,slsqp
confirmation,748072,10,96,88.60236787826135,88.44917544155496,88.74050003154575,88.59495748105458,slsqp
confirmation,748073,10,96,88.59640242492854,88.4850157131436,88.69961030621673,88.59237798543951,slsqp
confirmation,748078,10,96,88.57156941833172,88.36925178673663,88.74839977843764,88.55902868872559,slsqp
confirmation,748127,10,96,88.57111453002983,88.52169178247257,88.61885870172385,88.57028856684157,slsqp
confirmation,748129,10,96,88.56816639749835,88.45036724666008,88.67685325258296,88.56368264940537,slsqp
confirmation,748132,10,96,88.54651375047625,88.41301726303278,88.66842280123639,88.54081212529098,slsqp
confirmation,748187,10,96,88.5336424612801,88.48729528422687,88.57850976211884,88.53291427033152,slsqp
confirmation,748203,10,96,88.53266879801093,88.49358599057656,88.57069400202883,88.5321483910579,slsqp
confirmation,748221,10,96,88.49085394582205,88.54507543622691,88.43445503064284,88.48978251915275,slsqp
confirmation,748225,10,96,88.48971527658044,88.56253583853791,88.41291190452652,88.48775549642414,slsqp
confirmation,748234,10,96,88.4888405507905,88.53244462280053,88.44383933510979,88.48815306927803,slsqp
confirmation,748235,10,96,88.4843467170905,88.55900523604005,88.40549568886236,88.48228375327581,slsqp
confirmation,748236,10,96,88.44390957324511,88.40947691192149,88.47751788358552,88.44350394087678,slsqp
confirmation,748242,10,96,88.44188400732128,88.40529635376465,88.47754226164028,88.44142668471969,slsqp
confirmation,748303,10,96,88.44185492376194,88.40539515250614,88.47739169946964,88.44140075217075,slsqp
confirmation,748364,10,96,88.44180648486146,88.40520803267654,88.47747499526145,88.44134889529312,slsqp
confirmation,748425,10,96,88.44157342199802,88.4062200341772,88.4760583145247,88.44114606789798,slsqp
confirmation,748486,10,96,88.44053993694254,88.40516243296406,88.4750477649402,88.44011200187165,slsqp
confirmation,748547,10,96,88.44040051313907,88.40626857273423,88.47372223868737,88.44000183662035,slsqp
confirmation,748598,10,96,88.43337155925427,88.42303964384944,88.44362798226949,88.43333441221091,slsqp
confirmation,748604,10,96,88.42531882900954,88.40742744554316,88.44298501847909,88.42520801931397,slsqp
confirmation,749188,10,96,88.39414077731404,88.34353463601015,88.44298501847908,88.39327381357373,split_probe
confirmation,749190,10,96,88.39308911472325,88.34135316225127,88.44298501847908,88.39218369719268,split_probe
confirmation,749242,10,96,88.38418457674113,88.33630818774267,88.43048089493159,88.38340708399035,split_probe
confirmation,749255,10,96,88.31229285700255,88.16815065009864,88.44298501847908,88.30567475546914,split_probe
confirmation,749257,10,96,88.24824541606812,88.021989074126,88.44298501847908,88.23273814051242,split_probe
confirmation,751228,11,112,88.22111440971477,87.85064792871074,88.51377984083477,88.1828372281309,cmaes_backtrack
confirmation,822218,11,112,88.22075272529368,87.84287420786505,88.51801326475015,88.18108987032676,sqp_sensitivity_probe
confirmation,822221,11,112,88.21380797840848,87.82742115897662,88.51629000284044,88.17252832743088,sqp_sensitivity_probe
confirmation,822225,11,112,88.21184191198033,87.83824185337174,88.5064483336533,88.1729780843572,sqp_sensitivity_probe
confirmation,822232,11,112,88.2100451660324,87.82160200472309,88.51377984083474,88.16837017997936,sqp_sensitivity_probe
confirmation,822262,11,112,88.16729060506364,87.71149341432876,88.51051915384807,88.11191201493571,sqp_sensitivity_probe
confirmation,822421,11,112,88.15146873147245,87.8812263904223,88.37786599094093,88.12989603136205,split_probe
confirmation,822423,11,112,88.10186981390537,87.7576495984538,88.37786599094093,88.06830377655092,split_probe
confirmation,822607,11,112,88.09357221030231,87.73631296223591,88.37786599094093,88.0576737409072,split_probe
confirmation,822642,11,112,88.05314723674172,87.97692893632123,88.1254231826118,88.05120736304792,split_probe
confirmation,822654,11,112,88.02470559886937,87.55004655269043,88.3783277317884,87.96516203601759,split_probe
confirmation,824916,12,122,88.01504834907222,87.5142798652948,88.38287926252441,87.94965186706287,cmaes_backtrack
confirmation,827151,12,122,87.98493641358738,87.63806242650111,88.26255863499449,87.95086481288045,cmaes_backtrack
confirmation,827976,12,122,87.97301185423537,87.55433480892701,88.29466523046914,87.92527922046736,cmaes_backtrack
confirmation,828476,12,122,87.96816794426591,87.81696642279428,88.1045839098711,87.9608927240785,cmaes_backtrack
confirmation,829800,12,122,87.96347531909103,87.12281616169987,88.48433000014556,87.8062120567788,cmaes
confirmation,829824,12,122,87.85859721537793,86.85450428754154,88.43600989815866,87.64882418418911,cmaes
confirmation,830368,12,122,87.84732564922767,87.30413502069533,88.23719220473951,87.77190347681866,cmaes
